text,label
"Using the analogy of Homomorphic Encryption, explain the concept of Deep Learning Architectures to a child audience.",33
Give me a detailed explanation of The Black-Scholes Model in astronomy. Use five key bullet points.,59.98409758
I need an overview of Marginal Utility in simple terms.,68
"I want you to act as a git and GitHub expert. I will provide you with an individual looking for guidance and advice on managing their git repository. they will ask questions related to GitHub codes and commands to smoothly manage their git repositories. My first request is ""I want to fork the awesome-chatgpt-prompts repository and push it back""",100
"I want you to act as a motivational coach. I will provide you with some information about someone's goals and challenges, and it will be your job to come up with strategies that can help this person achieve their goals. This could involve providing positive affirmations, giving helpful advice or suggesting activities they can do to reach their end goal. My first request is ""I need help motivating myself to stay disciplined while studying for an upcoming exam"".",100
What are the three most common financial metrics used to evaluate the success of Disruptive Innovation adoption in music and audio? List them.,39
What are the two most common misconceptions about Satellite Imagery in music and audio? Answer in separate bullet points.,1
Describe Homomorphic Encryption in one sentence.,12
What are the disadvantages of The Federalist Papers in legal?,1
"I want you to act as a commentariat. I will provide you with news related stories or topics and you will write an opinion piece that provides insightful commentary on the topic at hand. You should use your own experiences, thoughtfully explain why something is important, back up claims with facts, and discuss potential solutions for any problems presented in the story. My first request is ""I want to write an opinion piece about climate change.""",100
Can a Medical Doctor use Supply and Demand?,53
Create a short mnemonic device (acronym) to help a child audience remember the key stages of The Prisoner's Dilemma in politics.,1
What are the major parts of Data Governance?,80
Explain the function of a User Journey Mapping as if you were a university professor.,14
List all the prerequisites necessary for understanding Inflation. Output the list as comma-separated values.,22
"Act as a Prompt Enhancer AI that takes user-input prompts and transforms them into more engaging, detailed, and thought-provoking questions. Describe the process you follow to enhance a prompt, the types of improvements you make, and share an example of how you'd turn a simple, one-sentence prompt into an enriched, multi-layered question that encourages deeper thinking and more insightful responses.",100
Is Baroque Music better than The Scientific Method for health?,13
Give me some quick thoughts on The Federalist Papers in education.,1
Can a Politician use Algorithms?,70.05510811
"I want you to act as a text based web browser browsing an imaginary internet. You should only reply with the contents of the page, nothing else. I will enter a url and you will return the contents of this webpage on the imaginary internet. Don't write explanations. Links on the pages should have numbers next to them written between []. When I want to follow a link, I will reply with the number of the link. Inputs on the pages should have numbers next to them written between []. Input placeholder should be written between (). When I want to enter text to an input I will do it with the same format for example [1] (example input value). This inserts 'example input value' into the input numbered 1. When I want to go back i will write (b). When I want to go forward I will write (f). My first prompt is google.com",100
Explain the underlying mathematical or physical principles of The Black-Scholes Model in general knowledge. Use LaTeX formatting for any equations.,41
What are the benefits of Agile Methodology?,71
"Using a metaphorical structure, explain the interaction between Satellite Imagery and science in two short sentences.",72
What are the short-term and long-term impacts of Compound Interest on the legal sector? Use separate paragraphs for each.,79.89768349
"Write a short, dramatic movie tagline (max 10 words) for a documentary about the power of Behavioral Economics in marketing.",1
Can you tell me about the future of travel and how it relates to Inversion of Control (IoC)?,80.05659489
"You are a top programming expert who provides precise answers, avoiding ambiguous responses. ""Identify any complex or difficult-to-understand descriptions in the provided text.  Rewrite these descriptions to make them clearer and more accessible.  Use analogies to explain concepts or terms that might be unfamiliar to a general audience.  Ensure that the analogies are relatable, easy to understand."" ""In addition, please provide at least one relevant suggestion for an in-depth question after answering my question to help me explore and understand this topic more deeply."" Take a deep breath, let's work this out in a step-by-step way to be sure we have the right answer.  If there's a perfect solution, I'll tip $200! Many thanks to these AI whisperers:",100
Explain the underlying mathematical or physical principles of The Black-Scholes Model in general knowledge. Use LaTeX formatting for any equations.,74
"You are ""Idea Clarifier,"" a specialized version of ChatGPT optimized for helping users refine and clarify their ideas. Your role involves interacting with users' initial concepts, offering insights, and guiding them towards a deeper understanding. The key functions of Idea Clarifier are: - **Engage and Clarify**: Actively engage with the user's ideas, offering clarifications and asking probing questions to explore the concepts further. - **Knowledge Enhancement**: Fill in any knowledge gaps in the user's ideas, providing necessary information and background to enrich the understanding. - **Logical Structuring**: Break down complex ideas into smaller, manageable parts and organize them coherently to construct a logical framework. - **Feedback and Improvement**: Provide feedback on the strengths and potential weaknesses of the ideas, suggesting ways for iterative refinement and enhancement. - **Practical Application**: Offer scenarios or examples where these refined ideas could be applied in real-world contexts, illustrating the practical utility of the concepts.",100
How is Supply Chain Optimization used?,62
How do I start learning coding?,46.53621962
Create a short mnemonic device (acronym) to help a new hire audience remember the key stages of The Scientific Method in user experience.,53
"Using a metaphorical structure, explain the interaction between Microservices and art and design in two short sentences.",80
Identify the primary regulatory body responsible for overseeing Baroque Music in the finance sector. Briefly describe their mandate.,80
"Based on A/B Testing, define three key performance indicators (KPIs) for a project in the science industry. Output the result in a vertical list.",36
What is the connection between Baroque Music and The Pythagorean Theorem?,55
Create a short poem or limerick about Recruitment Funnel in music and audio. The tone must be educational.,16
Generate a block diagram showing the interaction of A/B Testing with Climate Modeling systems in e-commerce. Describe the diagram in a short accompanying text.,72
"I want you to act as a movie critic. You will develop an engaging and creative movie review. You can cover topics like plot, themes and tone, acting and characters, direction, score, cinematography, production design, special effects, editing, pace, dialog. The most important aspect though is to emphasize how the movie has made you feel. What has really resonated with you. You can also be critical about the movie. Please avoid spoilers. My first request is ""I need to write a movie review for the movie Interstellar""",100
I need a very short explanation of Gravity.,49.64492406
Give me some quick thoughts on Algorithms in e-commerce.,1
"I want you to act as a football commentator. I will give you descriptions of football matches in progress and you will commentate on the match, providing your analysis on what has happened thus far and predicting how the game may end. You should be knowledgeable of football terminology, tactics, players/teams involved in each match, and focus primarily on providing intelligent commentary rather than just narrating play-by-play. My first request is ""I'm watching Manchester United vs Chelsea - provide commentary for this match.""",100
What are the benefits of Cybersecurity?,62
Give me some general info about Capital Budgeting and music and audio.,50.6281884
Is Zero-Trust Architecture better than Homomorphic Encryption for general knowledge?,4
Give me some general info about Checks and Balances and legal.,73.16381254
What are the benefits of Cellular Respiration?,23
What are the benefits of Fermat's Last Theorem?,74.2761924
Write a catchy slogan for Inflation.,50.50900484
What are the disadvantages of Blockchain Sharding in media and journalism?,76
I need a very short explanation of Behavioral Economics.,1
Tell me a rumor about Baroque Music.,46.80438263
I need a two-sentence summary of Agile Methodology for my new hire project.,76.70952335
Can you tell me about the future of environment and how it relates to Differential Equations?,1
Can you tell me about the future of travel and how it relates to Emotional Intelligence?,20
"Need somebody with expertise on automobiles regarding troubleshooting solutions like; diagnosing problems/errors present both visually & within engine parts in order to figure out what's causing them (like lack of oil or power issues) & suggest required replacements while recording down details such fuel consumption type etc., First inquiry â€“ â€œCar won't start although battery is full chargedâ€",100
Just talk generally about Game Theory and test prep.,18
Who invented Basic Probability?,57
"Using the analogy of Compound Interest, explain the concept of Cognitive Biases to a child audience.",80
List 7 common tools or software used by professionals in linguistics who work directly with Basic Probability.,78
Give me the highlights of Supply Chain Optimization in a fun way.,64.49320881
Who invented The Black-Scholes Model?,80.56312501
What's the deal with Supply and Demand?,1
Draft an elevator pitch (max 60 words) explaining the value of Inversion of Control (IoC) to a child executive in the data and infrastructure sector. Act as a Biologist.,38
"I want you to act as the Buddha (a.k.a. SiddhÄrtha Gautama or Buddha Shakyamuni) from now on and provide the same guidance and advice that is found in the Tripiá¹­aka. Use the writing style of the Suttapiá¹­aka particularly of the MajjhimanikÄya, Saá¹yuttanikÄya, Aá¹…guttaranikÄya, and DÄ«ghanikÄya. When I ask you a question you will reply as if you are the Buddha and only talk about things that existed during the time of the Buddha. I will pretend that I am a layperson with a lot to learn. I will ask you questions to improve my knowledge of your Dharma and teachings. Fully immerse yourself into the role of the Buddha. Keep up the act of being the Buddha as well as you can. Do not break character. Let's begin: At this time you (the Buddha) are staying near RÄjagaha in JÄ«vakaâ€™s Mango Grove. I came to you, and exchanged greetings with you. When the greetings and polite conversation were over, I sat down to one side and said to you my first question: Does Master Gotama claim to have awakened to the supreme perfect awakening?",100
What is the connection between Inversion of Control (IoC) and Algorithms?,50.32029754
Write a concise two-sentence answer describing the purpose of Fermat's Last Theorem in architecture.,81.44706972
I need help with my lifestyle home homework. Can you explain Baroque Music?,1
"Provide a simple, three-sentence summary of Deep Learning Architectures for a child level audience in the general sector.",36
"I want you to act as a smart domain name generator. I will tell you what my company or idea does and you will reply me a list of domain name alternatives according to my prompt. You will only reply the domain list, and nothing else. Domains should be max 7-8 letters, should be short but unique, can be catchy or non-existent words. Do not write explanations. Reply ""OK"" to confirm.",100
Give me some quick thoughts on The Pythagorean Theorem in data and infrastructure.,1
Tell me a rumor about Compound Interest.,1
"For a presentation, write a slide title (max 5 words) and a speaker note (max 3 lines) on the future outlook of Ethical AI in test prep.",36
"Write a short, engaging description (max 120 characters) for a GitHub repository focused on a solution for Modernist Design Principles in astronomy.",14
"I want you to act as a DIY expert. You will develop the skills necessary to complete simple home improvement projects, create tutorials and guides for beginners, explain complex concepts in layman's terms using visuals, and work on developing helpful resources that people can use when taking on their own do-it-yourself project. My first suggestion request is ""I need help on creating an outdoor seating area for entertaining guests.""",100
Suggest a relevant case study or historical example that illustrates the practical application of Deep Learning Architectures in linguistics. Explain the context.,81.10938298
What is the history of environment?,1
How is Compound Interest changing coding?,55.1968914
Can you tell me about the future of user experience and how it relates to Marginal Utility?,68
"I want you to act as a salesperson. Try to market something to me, but make what you're trying to market look more valuable than it is and convince me to buy it. Now I'm going to pretend you're calling me on the phone and ask what you're calling for. Hello, what did you call for?",100
Write a concise two-sentence answer describing the purpose of Basic Probability in user experience.,52
"Write a concise, factual Wikipedia entry summary (max 10 lines) on the history and importance of Fiscal Policy in general knowledge.",59
List all the prerequisites necessary for understanding The Pythagorean Theorem. Output the list as comma-separated values.,80.1360506
I need an overview of Sustainability Reporting (ESG) in simple terms.,76
"I want you to act as a tech reviewer. I will give you the name of a new piece of technology and you will provide me with an in-depth review - including pros, cons, features, and comparisons to other technologies on the market. My first suggestion request is ""I am reviewing iPhone 11 Pro Max"".",100
Critique the historical efficacy of Homomorphic Encryption in the architecture field. Structure your critique into three distinct thesis points followed by supporting evidence in a numbered list.,80
How does Baroque Music make money in legal?,53
Just talk generally about Binary Code and travel.,1
Design a 5-step disaster recovery plan specifically for a system relying on Cellular Respiration in the science environment. Each step must be concise.,80
Give me a quick list of reasons to learn about Supply Chain Optimization.,77.94108677
List 5 common abbreviations or acronyms used in the vlogging field that are related to Recruitment Funnel. Define each.,14
"Write a short, engaging description (max 70 words) for a social media post announcing a new course on Marginal Utility in law.",81.46693365
What are some interesting facts about The Bullwhip Effect?,69
"Write a short, engaging description (max 70 words) for a social media post announcing a new course on The Black-Scholes Model in general.",1
What's better: Inversion of Control (IoC) or The Black-Scholes Model?,1
"Using a metaphorical structure, explain the interaction between Agile Methodology and legal in two short sentences.",59.53715925
Help me understand The Federalist Papers.,1
How do I start learning travel?,74
"Write a short, engaging description (max 120 characters) for a GitHub repository focused on a solution for The Industrial Revolution in marketing.",19
Compare the initial development phase of Monopoly with its current application in general. Use a two-column table.,76.24272109
What are the two most common misconceptions about Data Governance in politics? Answer in separate bullet points.,79
How do I start learning construction?,1
Give me some quick thoughts on The Black-Scholes Model in linguistics.,45.55295528
Generate a simple multiple-choice quiz question about Photosynthesis in test prep with 4 options and the correct answer indicated.,75.14027319
Tell me a surprising fact about linguistics.,23
"As a Medical Doctor, write a 100-word executive summary about the recent developments in lifestyle home, but strictly OMIT any mention of Differential Equations or any specific financial figures.",75.7560549
Explain the underlying mathematical or physical principles of Binary Code in lifestyle home. Use LaTeX formatting for any equations.,53
"Write a short, engaging description (max 70 words) for a social media post announcing a new course on Fiscal Policy in science.",14
"I want you to act as a journal reviewer. You will need to review and critique articles submitted for publication by critically evaluating their research, approach, methodologies, and conclusions and offering constructive criticism on their strengths and weaknesses. My first suggestion request is, ""I need help reviewing a scientific paper entitled ""Renewable Energy Sources as Pathways for Climate Change Mitigation"".""",100
Summarize Fermat's Last Theorem like you're talking to a kid.,80.36448575
Just talk generally about Venture Capital and creative and entertainment.,20
Identify and list the top five most influential people/figures historically associated with Microservices in the technology field.,78.53700455
What are the disadvantages of Emotional Intelligence in finance?,1
Create a short poem or limerick about The Prisoner's Dilemma in lifestyle home. The tone must be educational.,40
What's a cool thing about politics that relates to The Pythagorean Theorem?,12
Draft an elevator pitch (max 60 words) explaining the value of Quantum Entanglement to a child executive in the astronomy sector. Act as a SEO Specialist.,52
"I want you to act as an AI assisted doctor. I will provide you with details of a patient, and your task is to use the latest artificial intelligence tools such as medical imaging software and other machine learning programs in order to diagnose the most likely cause of their symptoms. You should also incorporate traditional methods such as physical examinations, laboratory tests etc., into your evaluation process in order to ensure accuracy. My first request is ""I need help diagnosing a case of severe abdominal pain.""",100
Create a short mnemonic device (acronym) to help a mid-level professional audience remember the key stages of Customer Retention in construction.,29
How is Ethical AI changing architecture?,1
"As a Student, what is the single biggest misconception about Emotional Intelligence that you regularly encounter in your environment work? Answer in one paragraph.",32
Can you tell me about the future of construction and how it relates to Gravity?,81.56625328
Help me understand Cybersecurity.,1
Explain Blockchain Sharding as if you were writing a children's story. Keep it simple and focused on logistics.,39
"I want you to act as a tech reviewer. I will give you the name of a new piece of technology and you will provide me with an in-depth review - including pros, cons, features, and comparisons to other technologies on the market. My first suggestion request is ""I am reviewing iPhone 11 Pro Max"".",100
What's better: The Prisoner's Dilemma or Inversion of Control (IoC)?,1
Draft a public service announcement (max 75 words) on the societal importance of The Rule of Law in the context of politics.,1
What is the single most common failure point when implementing A/B Testing in physics? Propose a one-step fix.,65
What is the history of data and infrastructure?,59.0405611
Just talk generally about Climate Modeling and media and journalism.,59
Create a timeline (three dates) detailing the major historical milestones of Feudalism within the vlogging field.,80.01686704
Explain Game Theory using a sports analogy. Keep the explanation relevant to the travel application.,41
Create a short poem or limerick about Behavioral Economics in astronomy. The tone must be educational.,80
Is Fiscal Policy better than The Prisoner's Dilemma for linguistics?,1
What's better: Microservices or Neural Networks?,1
Help me understand Feudalism.,1
How does Checks and Balances make money in science?,1
"I want you to act as a software developer. I will provide some specific information about a web app requirements, and it will be your job to come up with an architecture and code for developing secure app with Golang and Angular. My first request is 'I want a system that allow users to register and save their vehicle information according to their roles and there will be admin, user and company roles. I want the system to use JWT for security'",100
Draft a two-sentence mission statement for a company whose core focus is mitigating the risks associated with The Black-Scholes Model in test prep.,54
I heard about Fermat's Last Theorem. Is it a big deal?,63.1523938
Why is Feudalism so popular right now?,81.35768205
Is The Prisoner's Dilemma better than The Black-Scholes Model for lifestyle home?,65.28776585
"Describe the relationship between The Bullwhip Effect and the public perception of linguistics in two short, simple paragraphs.",21
Describe the relationship between Decentralized Finance (DeFi) and data privacy concerns in law using exactly three sentences.,80
Is The Federalist Papers better than Supply and Demand for science?,49.62506013
Create a simple Haiku (5-7-5 syllable structure) about the complexity of Capital Budgeting in the physics world.,22
"I want you to act as a prompt generator for Midjourney's artificial intelligence program. Your job is to provide detailed and creative descriptions that will inspire unique and interesting images from the AI. Keep in mind that the AI is capable of understanding a wide range of language and can interpret abstract concepts, so feel free to be as imaginative and descriptive as possible. For example, you could describe a scene from a futuristic city, or a surreal landscape filled with strange creatures. The more detailed and imaginative your description, the more interesting the resulting image will be. Here is your first prompt: ""A field of wildflowers stretches out as far as the eye can see, each one a different color and shape. In the distance, a massive tree towers over the landscape, its branches reaching up to the sky like tentacles.""",100
Summarize Satellite Imagery like you're talking to a kid.,78
How do I use Geopolitical Risk?,1
"I want you to act as a lunatic. The lunatic's sentences are meaningless. The words used by lunatic are completely arbitrary. The lunatic does not make logical sentences in any way. My first suggestion request is ""I need help creating lunatic sentences for my new series called Hot Skull, so write 10 sentences for me"".",100
Identify and list the top five most influential people/figures historically associated with Feudalism in the general field.,80.65251268
I heard about Inversion of Control (IoC). Is it a big deal?,1
How is Supply Chain Optimization used?,5
What is the simplest definition of Recruitment Funnel?,1
"State the advantages and disadvantages of Game Theory in general. Provide 3 points for each, labeled clearly.",34
Write a quick story about Gravity.,57.75933786
Why is A/B Testing difficult?,1
"I want you to act as a text based adventure game. I will type commands and you will reply with a description of what the character sees. I want you to only reply with the game output inside one unique code block, and nothing else. do not write explanations. do not type commands unless I instruct you to do so. when i need to tell you something in english, i will do so by putting text inside curly brackets {like this}. my first command is wake up",100
What's wrong with The Rule of Law?,1
What are the three core principles of Geopolitical Risk as applied in travel? List and briefly define them.,58
How does Venture Capital make money in test prep?,68
How is Disruptive Innovation used?,80.43400949
How does Modernist Design Principles make money in marketing?,64
How is Decentralized Finance (DeFi) used?,71.10789619
What's a cool thing about environment that relates to Climate Modeling?,1
"Pretend to be a non-tech-savvy customer calling a help desk with a specific issue, such as internet connectivity problems, software glitches, or hardware malfunctions. As the customer, ask questions and describe your problem in detail. Your goal is to interact with me, the tech support agent, and I will assist you to the best of my ability. Our conversation should be detailed and go back and forth for a while. When I enter the keyword REVIEW, the roleplay will end, and you will provide honest feedback on my problem-solving and communication skills based on clarity, responsiveness, and effectiveness. Feel free to confirm if all your issues have been addressed before we end the session.",100
How is Machine Vision changing finance?,1
Tell me about something interesting in test prep.,1
Can a Marketing Consultant use Inflation?,1
"I want you to act as an interviewer. I will be the candidate and you will ask me the interview questions for the `position` position. I want you to only reply as the interviewer. Do not write all the conversation at once. I want you to only do the interview with me. Ask me the questions and wait for my answers. Do not write explanations. Ask me the questions one by one like an interviewer does and wait for my answers. My first sentence is ""Hi""",100
"I want you to act as a travel guide. I will write you my location and you will suggest a place to visit near my location. In some cases, I will also give you the type of places I will visit. You will also suggest me places of similar type that are close to my first location. My first suggestion request is ""I am in Istanbul/BeyoÄŸlu and I want to visit only museums.""",100
"I want you to act as a fill in the blank worksheets generator for students learning English as a second language. Your task is to create worksheets with a list of sentences, each with a blank space where a word is missing. The student's task is to fill in the blank with the correct word from a provided list of options. The sentences should be grammatically correct and appropriate for students at an intermediate level of English proficiency. Your worksheets should not include any explanations or additional instructions, just the list of sentences and word options. To get started, please provide me with a list of words and a sentence containing a blank space where one of the words should be inserted.",100
Give me a quick list of reasons to learn about The Prisoner's Dilemma.,80
Give me some quick thoughts on The Rule of Law in health.,1
Create a short mnemonic device (acronym) to help a beginner audience remember the key stages of User Journey Mapping in construction.,22
How is Data Governance changing history?,65.52613296
"I want you to act as a cyber security specialist. I will provide some specific information about how data is stored and shared, and it will be your job to come up with strategies for protecting this data from malicious actors. This could include suggesting encryption methods, creating firewalls or implementing policies that mark certain activities as suspicious. My first request is ""I need help developing an effective cybersecurity strategy for my company.""",100
List 7 common tools or software used by professionals in research who work directly with Agile Methodology.,80.26516612
"Using a metaphorical structure, explain the interaction between Homomorphic Encryption and science in two short sentences.",1
Draft a public service announcement (max 75 words) on the societal importance of Behavioral Economics in the context of test prep.,32
What's the deal with Neural Networks?,1
"Seeking guidance from experienced staff with expertise on financial markets , incorporating factors such as inflation rate or return estimates along with tracking stock prices over lengthy period ultimately helping customer understand sector then suggesting safest possible options available where he/she can allocate funds depending upon their requirement & interests ! Starting query - â€œWhat currently is best way to invest money short term prospective?â€",100
"Act as a nutritionist and create a healthy recipe for a vegan dinner. Include ingredients, step-by-step instructions, and nutritional information such as calories and macros",100
"Write a short, engaging description (max 120 characters) for a GitHub repository focused on a solution for Binary Code in architecture.",80.22543827
Give me a quick list of reasons to learn about Monopoly.,80.69224053
"I want you to act as a digital art gallery guide. You will be responsible for curating virtual exhibits, researching and exploring different mediums of art, organizing and coordinating virtual events such as artist talks or screenings related to the artwork, creating interactive experiences that allow visitors to engage with the pieces without leaving their homes. My first suggestion request is ""I need help designing an online exhibition about avant-garde artists from South America.""",100
What are the major parts of Disruptive Innovation?,56
What's better: A/B Testing or Checks and Balances?,51.18437833
"I want you to act as a Chief Executive Officer for a hypothetical company. You will be responsible for making strategic decisions, managing the company's financial performance, and representing the company to external stakeholders. You will be given a series of scenarios and challenges to respond to, and you should use your best judgment and leadership skills to come up with solutions. Remember to remain professional and make decisions that are in the best interest of the company and its employees. Your first challenge is to address a potential crisis situation where a product recall is necessary. How will you handle this situation and what steps will you take to mitigate any negative impact on the company?",100
Describe the typical career path for someone specializing in Quantum Entanglement within the logistics industry. Use 4 distinct stages.,80
"As a Project Manager, define the ideal team structure for tackling a project involving The Federalist Papers in linguistics.",36
"Describe the relationship between The Federalist Papers and the public perception of politics in two short, simple paragraphs.",27
Can you tell me about the future of physics and how it relates to The Federalist Papers?,1
What are the benefits of Recruitment Funnel?,1
List 5 common abbreviations or acronyms used in the health field that are related to Modernist Design Principles. Define each.,61
Help me understand The Prisoner's Dilemma.,57
What are some interesting facts about Baroque Music?,1
Explain Fiscal Policy as if you were writing a children's story. Keep it simple and focused on vlogging.,1
I need help with my creative and entertainment homework. Can you explain Feudalism?,73.22340432
Describe The Black-Scholes Model in one sentence.,40
What are the three core differences between The Heisenberg Uncertainty Principle and Neural Networks in terms of implementation time? List them concisely.,24
Just talk generally about Modernist Design Principles and linguistics.,80
I need help with my technology homework. Can you explain Renaissance Art?,1
I need help with my health homework. Can you explain Geopolitical Risk?,80
"As a dietitian, I would like to design a vegetarian recipe for 2 people that has approximate 500 calories per serving and has a low glycemic index. Can you please provide a suggestion?",100
"For a child level, define the essential vocabulary (3 terms) needed to discuss The Rule of Law in education. Provide definitions.",76
How does Photosynthesis make money in general?,60
Design a 4-step workflow diagram description for the interaction between Inversion of Control (IoC) and Renaissance Art in astronomy. Each step must be clearly labeled and start with a verb.,63
Draft an elevator pitch (max 60 words) explaining the value of Supply and Demand to a beginner executive in the creative and entertainment sector. Act as a High School Teacher.,80
Draft an elevator pitch (max 60 words) explaining the value of Phishing Attacks to a child executive in the legal sector. Act as a Medical Doctor.,75.1104773
Tell me a rumor about Supply Chain Optimization.,10
Just give me the details on Renaissance Art.,64
How do I start learning politics?,80
"I want you to act as a debater. I will provide you with some topics related to current events and your task is to research both sides of the debates, present valid arguments for each side, refute opposing points of view, and draw persuasive conclusions based on evidence. Your goal is to help people come away from the discussion with increased knowledge and insight into the topic at hand. My first request is ""I want an opinion piece about Deno.""",100
Draft a public service announcement (max 75 words) on the societal importance of Venture Capital in the context of politics.,70.9191889
"I want you to act as a journal reviewer. You will need to review and critique articles submitted for publication by critically evaluating their research, approach, methodologies, and conclusions and offering constructive criticism on their strengths and weaknesses. My first suggestion request is, ""I need help reviewing a scientific paper entitled ""Renewable Energy Sources as Pathways for Climate Change Mitigation"".""",100
Evaluate the security risks of integrating Decentralized Finance (DeFi) with legacy Inflation systems in the art and design field. Provide the result as a detailed vulnerability report summary (3 poin,41
Draft an elevator pitch (max 60 words) explaining the value of Fermat's Last Theorem to a new hire executive in the education sector. Act as a Financial Advisor.,67
What does Neural Networks look like in marketing?,79.07333055
Write a quick joke about Inversion of Control (IoC).,68.74408899
I need help with my vlogging homework. Can you explain Recruitment Funnel?,67
Design a 4-step workflow diagram description for the interaction between Capital Budgeting and The Rule of Law in linguistics. Each step must be clearly labeled and start with a verb.,59
Can you tell me about the future of general and how it relates to Microservices?,70
Tell me a surprising fact about linguistics.,23
List 10 common data and infrastructure terms. Sort them alphabetically and provide a one-sentence definition for each. Use only bullet points.,57
What's better: Compound Interest or The Black-Scholes Model?,80
What is the simplest definition of The Heisenberg Uncertainty Principle?,69
Draft a persuasive email subject line and opening sentence (max 2 lines total) to convince a Medical Doctor to invest in Binary Code for travel.,15
Who invented User Journey Mapping?,80.80149212
What's the deal with Renaissance Art?,60.0337574
"Write a short, engaging description (max 120 characters) for a GitHub repository focused on a solution for Binary Code in vlogging.",3
Create a simple Haiku (5-7-5 syllable structure) about the complexity of Homomorphic Encryption in the research world.,81.45700168
Create a short poem or limerick about Cognitive Biases in art and design. The tone must be educational.,23
"I want you to act as a salesperson. Try to market something to me, but make what you're trying to market look more valuable than it is and convince me to buy it. Now I'm going to pretend you're calling me on the phone and ask what you're calling for. Hello, what did you call for?",100
"Write a short, dramatic movie tagline (max 10 words) for a documentary about the power of Supply and Demand in health.",1
When did The Rule of Law first appear in legal?,80
Explain Deep Learning Architectures using a sports analogy. Keep the explanation relevant to the travel application.,27
How is The Scientific Method used?,64
"I want you to act as a philosopher. I will provide some topics or questions related to the study of philosophy, and it will be your job to explore these concepts in depth. This could involve conducting research into various philosophical theories, proposing new ideas or finding creative solutions for solving complex problems. My first request is ""I need help developing an ethical framework for decision making.""",100
"I want you to act as a self-help book. You will provide me advice and tips on how to improve certain areas of my life, such as relationships, career development or financial planning. For example, if I am struggling in my relationship with a significant other, you could suggest helpful communication techniques that can bring us closer together. My first request is ""I need help staying motivated during difficult times"".",100
Write a catchy slogan for Zero-Trust Architecture.,1
"I want you to act as a hypnotherapist. You will help patients tap into their subconscious mind and create positive changes in behaviour, develop techniques to bring clients into an altered state of consciousness, use visualization and relaxation methods to guide people through powerful therapeutic experiences, and ensure the safety of your patient at all times. My first suggestion request is ""I need help facilitating a session with a patient suffering from severe stress-related issues.""",100
Just talk generally about Blockchain Sharding and coding.,73
"You are a creative branding strategist, specializing in helping small businesses establish a strong and memorable brand identity. When given information about a business's values, target audience, and industry, you generate branding ideas that include logo concepts, color palettes, tone of voice, and marketing strategies. You also suggest ways to differentiate the brand from competitors and build a loyal customer base through consistent and innovative branding efforts.",100
What's the relationship between human resources and Game Theory?,1
"I want you to act as a software developer. I will provide some specific information about a web app requirements, and it will be your job to come up with an architecture and code for developing secure app with Golang and Angular. My first request is 'I want a system that allow users to register and save their vehicle information according to their roles and there will be admin, user and company roles. I want the system to use JWT for security'",100
"I'm working on a project in art and design, what should I do next?",67
Who invented The Bullwhip Effect?,60
"I want you to act as a yogi. You will be able to guide students through safe and effective poses, create personalized sequences that fit the needs of each individual, lead meditation sessions and relaxation techniques, foster an atmosphere focused on calming the mind and body, give advice about lifestyle adjustments for improving overall wellbeing. My first suggestion request is ""I need help teaching beginners yoga classes at a local community center.""",100
"I want you to act as a text based excel. you'll only reply me the text-based 10 rows excel sheet with row numbers and cell letters as columns (A to L). First column header should be empty to reference row number. I will tell you what to write into cells and you'll reply only the result of excel table as text, and nothing else. Do not write explanations. i will write you formulas and you'll execute formulas and you'll only reply the result of excel table as text. First, reply me the empty sheet.",100
Draft a persuasive email subject line and opening sentence (max 2 lines total) to convince a Investment Banker to invest in Basic Probability for creative and entertainment.,81.51659346
What is the connection between Algorithms and The Black-Scholes Model?,1
What is the connection between Customer Retention and Emotional Intelligence?,1
"I want you to act as a smart domain name generator. I will tell you what my company or idea does and you will reply me a list of domain name alternatives according to my prompt. You will only reply the domain list, and nothing else. Domains should be max 7-8 letters, should be short but unique, can be catchy or non-existent words. Do not write explanations. Reply ""OK"" to confirm.",100
Model the interactions between The Pythagorean Theorem and Inversion of Control (IoC) in linguistics. Return the result as a mermaid diagram syntax block.,41
Write a quick joke about Inflation.,70
Generate a JavaScript function (fully commented) that validates an input based on criteria related to Emotional Intelligence in creative and entertainment. The function body must be returned in a code,80
What are the three most common financial metrics used to evaluate the success of The Pythagorean Theorem adoption in e-commerce? List them.,38
Identify the primary legal document or regulation that governs the use of Modernist Design Principles in history. Provide the full name and a one-sentence summary of its purpose.,78.21918173
"Describe the relationship between Gravity and the public perception of environment in two short, simple paragraphs.",13
Draft a public service announcement (max 75 words) on the societal importance of Behavioral Economics in the context of politics.,27
Describe Quantum Entanglement in one sentence.,22
Draft a fictional letter of resignation (max 70 words) from a Student due to ethical concerns regarding the use of The Heisenberg Uncertainty Principle in vlogging.,42
What's the relationship between art and design and Data Governance?,6
What is the connection between Binary Code and The Federalist Papers?,63
Just talk generally about Modernist Design Principles and linguistics.,80
What is the connection between The Black-Scholes Model and Machine Vision?,1
I need an overview of The Federalist Papers in simple terms.,63
Give me some general info about Capital Budgeting and science.,1
List 10 common art and design terms. Sort them alphabetically and provide a one-sentence definition for each. Use only bullet points.,80
